EmbeddingSimilarity,nll-test,
711,-0.11994272021784826,1.1646458,
716,-0.1152736990956028,1.1694301,
721,-0.12902087139258836,1.1631539,
726,-0.11217863581487442,1.1639087,
731,-0.14327799713944253,1.167528,
736,-0.10693977935306626,1.1692182,
741,-0.13242542318731731,1.1683638,
746,-0.11239630516677923,1.1679903,
751,-0.10979166241016387,1.1748508,
756,-0.10975958193622956,1.1787636,
761,-0.11341383736196649,1.1803067,
766,-0.12912124125996283,1.1841819,
771,-0.1297654600702264,1.1786034,
776,-0.1320383675806097,1.1745788,
781,-0.12688649551954936,1.1744317,
786,-0.11314612621026092,1.1660316,
791,-0.12809657715002346,1.1656152,
796,-0.10719870422056636,1.1660831,
801,-0.11414841628730235,1.173813,
806,-0.10837054769105597,1.1795543,
811,-0.1310444678086158,1.1857955,
816,-0.11806915192749697,1.1864527,
821,-0.10140966444776044,1.179819,
826,-0.10080370336071559,1.1775899,
831,-0.11829632066179546,1.173795,
836,-0.09722005311253863,1.1709073,
841,-0.10827743443720829,1.17263,
846,-0.10394758352913885,1.1822582,
851,-0.10910623938155968,1.1828773,
856,-0.1272197477929891,1.1867603,
861,-0.11842142463569696,1.1904931,
866,-0.11359224627273848,1.1922371,
871,-0.1073964549203547,1.1952953,
876,-0.13860184234616843,1.1988819,
881,-0.15078864688784954,1.1996852,
886,-0.1430749499489391,1.2006652,
891,-0.12633985478992754,1.1996881,
896,-0.11314154119378682,1.2023484,
901,-0.12715573768966787,1.2103575,
906,-0.13270014268071412,1.2154002,
911,-0.12259902236771844,1.2175677,
916,-0.10791332844438692,1.2272619,
921,-0.13020652783330208,1.2295386,
926,-0.13209629428476596,1.234492,
931,-0.12074244064701573,1.2282462,
936,-0.09938402122748907,1.2275375,
941,-0.09488865551032734,1.2250586,
946,-0.11888491225360942,1.2273896,
951,-0.09575086036843959,1.2244289,
956,-0.13840554396987126,1.2238024,
961,-0.11631370284681077,1.227825,
966,-0.11727806475980339,1.2296005,
971,-0.1140282730564681,1.2338415,
976,-0.11012393881927222,1.2378931,
981,-0.10609475248398942,1.238144,
986,-0.10343146390493319,1.2409257,
991,-0.1149628255692427,1.2432433,
996,-0.11573064455246782,1.2405151,
1001,-0.11151087121841212,1.2392576,
1006,-0.11912493834446777,1.2439883,
1011,-0.12865135274136094,1.2456632,
1016,-0.11016767218604334,1.2480848,
1021,-0.11379294722631643,1.2474309,
1026,-0.11378743028388513,1.2485275,
1031,-0.10123047042838716,1.2480165,
1036,-0.1064583782786934,1.2471927,
1041,-0.1119692827171899,1.2442931,
1046,-0.10875334221212052,1.2409972,
1051,-0.11216276661245209,1.242732,
1056,-0.11089525587456689,1.2405928,
1061,-0.10765581812108563,1.2390988,
1066,-0.11349488045059104,1.2444841,
1071,-0.10465133985275765,1.2467808,
1076,-0.09790077253923113,1.2500916,
1081,-0.1092572525912889,1.2512583,
1086,-0.13017423086850705,1.2551491,
1091,-0.10888866567646623,1.2586288,
1096,-0.11969912162731848,1.2596107,
1101,-0.1262256208161348,1.2615813,
1106,-0.10808424577110796,1.2642194,
1111,-0.11438265479933692,1.2626979,
1116,-0.12444587142776262,1.2675966,
1121,-0.11041257367199717,1.264154,
1126,-0.10927483038564641,1.2621874,
1131,-0.11885960659483853,1.2650886,
1136,-0.12206295989546487,1.2646991,
1141,-0.10193618436261,1.2581375,
1146,-0.11953451455439114,1.2555761,
1151,-0.12169871222374172,1.2584177,
1156,-0.10985224680708901,1.2547641,
1161,-0.10461268718064473,1.2493325,
1166,-0.11247643750601936,1.2417866,
1171,-0.12538682946021948,1.2403693,
1176,-0.09582307320848887,1.2413223,
1181,-0.09911149978177475,1.242567,
1186,-0.1079637103634726,1.245811,
1191,-0.10953769993898654,1.2470489,
1196,-0.1193508372216107,1.2464266,
1201,-0.10465613256268747,1.2426269,
1206,-0.10728785819164284,1.238032,
1211,-0.11482202211243457,1.2371768,
1216,-0.11145258118665705,1.2395436,
1221,-0.11496459644229715,1.2418551,
1226,-0.12076136120506456,1.2436838,
1231,-0.1015598560391078,1.2472023,
1236,-0.13360420908122694,1.2485815,
1241,-0.12542234857379886,1.2486173,
1246,-0.12992041039588084,1.2494539,
1251,-0.11329337632274133,1.2516557,
1256,-0.11402011098580572,1.2531378,
1261,-0.12315740200398029,1.2554798,
1266,-0.11661520102316289,1.2538731,
1271,-0.11190962484103113,1.2581095,
1276,-0.11617932732351056,1.261345,
1281,-0.11864704282599733,1.2651114,
1286,-0.12106403125161812,1.2612671,
1291,-0.11885669662369945,1.2572782,
1296,-0.11213037647096016,1.2531335,
1301,-0.11587233447871378,1.2539856,
1306,-0.1153882111517509,1.2538875,
1311,-0.11965264483420368,1.256765,
1316,-0.11171936728268417,1.2591467,
1321,-0.11812030125187285,1.2603626,
1326,-0.12863507893116718,1.2587743,
1331,-0.11073256518739613,1.256345,
1336,-0.10817278475181047,1.2579387,
1341,-0.11409495534627556,1.2583405,
1346,-0.0975135039917082,1.2632314,
1351,-0.13077976609501227,1.2679262,
1356,-0.11486796792336772,1.2693917,
1361,-0.11953185571439454,1.274005,
1366,-0.11286176206030941,1.2822671,
1371,-0.10759975111385146,1.2854759,
1376,-0.12085052282362549,1.2882974,
1381,-0.10100721877912244,1.2905109,
1386,-0.10223809781806148,1.2952011,
1391,-0.12780500148494933,1.3006843,
1396,-0.12510934138735075,1.3054836,
1401,-0.13593649977039277,1.3045533,
1406,-0.12276749116391111,1.304725,
1411,-0.12158096600751182,1.3061775,
1416,-0.119319746372705,1.3062699,
1421,-0.09710739953677987,1.3031105,
1426,-0.1107931640624893,1.3015634,
1431,-0.11248649910811542,1.301801,
1436,-0.12278036979234996,1.2968975,
1441,-0.11505581460223467,1.2907406,
1446,-0.12071403572003095,1.2892375,
1451,-0.12033466116144183,1.2934527,
1456,-0.12596989344172552,1.2971227,
1461,-0.11802687461915441,1.3001696,
1466,-0.11094840791246521,1.3004273,
1471,-0.11700389491786663,1.2983294,
1476,-0.11625253179353645,1.3002357,
1481,-0.1320072496402777,1.301052,
1486,-0.11283819792502346,1.3001108,
1491,-0.10425568729731702,1.3002051,
1496,-0.10554816761791165,1.3013718,
1501,-0.12248681477290328,1.3014376,
1506,-0.12254023762453699,1.3032342,
1511,-0.12934333605811585,1.3033693,
1516,-0.12532897891303676,1.3051689,
1521,-0.10240129048832891,1.306578,
1526,-0.11481635720410094,1.3066386,
1531,-0.11638579627921057,1.3107412,
1536,-0.1253980584379434,1.3097056,
1541,-0.11682457046614737,1.3111607,
1546,-0.10459885408192218,1.3119437,
1551,-0.11382502425248123,1.3142862,
1556,-0.11878975565372499,1.3159462,
1561,-0.10727440356720186,1.3171546,
1566,-0.1155868389543137,1.3181643,
1571,-0.10217042737893581,1.3214791,
1576,-0.11879406039296243,1.324441,
1581,-0.11157638155217227,1.3274344,
1586,-0.12505962364610554,1.3264886,
1591,-0.09996970576937125,1.3238968,
1596,-0.12180965408347873,1.3238524,
1601,-0.11821403685364806,1.3237174,
1606,-0.11503572404648504,1.3198644,
1611,-0.11450222221757944,1.3234748,
1616,-0.11652189446375753,1.323107,
1621,-0.12385204103491047,1.3264825,
1626,-0.12653728605668996,1.3283082,
1631,-0.11001234028507588,1.3317405,
1636,-0.1260733152039904,1.3288227,
1641,-0.12593265172246182,1.3247311,
1646,-0.09123360105799112,1.3252877,
1651,-0.11640417262817142,1.3309208,
1656,-0.11831071598262036,1.3280487,
1661,-0.12154694115586599,1.3267182,
1666,-0.11171461316695014,1.3302858,
1671,-0.11698747564644855,1.3305455,
1676,-0.1224948801211671,1.3303548,
1681,-0.12450294933095223,1.3333249,
1686,-0.10886978969645028,1.3326501,
1691,-0.1183217974755105,1.3333331,
1696,-0.13268283805777856,1.3326344,
1701,-0.12704682077221152,1.3329924,
1706,-0.11432800300196698,1.334133,
1711,-0.1402436244787941,1.3371903,
1716,-0.1211022262302478,1.33667,
1721,-0.12247408212371759,1.3386791,
1726,-0.12089377690476188,1.3412849,
1731,-0.11337743844096349,1.3409218,
1736,-0.1302479636926294,1.3381972,
1741,-0.12566874736461095,1.344868,
1746,-0.11639354606268844,1.3448509,
1751,-0.12580844349429124,1.3463117,
1756,-0.11204720871481079,1.344527,
1761,-0.12720189687245112,1.3513969,
1766,-0.09322738454878325,1.3523228,
1771,-0.12171577308694535,1.3592051,
1776,-0.1360662417471363,1.3629464,
1781,-0.12663717013923678,1.3605152,
1786,-0.12264863086694848,1.3623075,
1791,-0.1143569701242769,1.3683776,
1796,-0.1190684096211623,1.3679131,
1801,-0.1170981864257351,1.3691181,
1806,-0.1106382929544037,1.3639587,
1811,-0.11140799894281198,1.3637004,
1816,-0.11575992503753907,1.3642883,
1821,-0.11643622311216242,1.36658,
1826,-0.12882391004328894,1.3684922,
1831,-0.12762569427192136,1.3704329,
1836,-0.12187361785233353,1.3670018,
1841,-0.12799022206198754,1.3681629,
1846,-0.12935656807808565,1.3696407,
1851,-0.11310931308496071,1.3709174,
1856,-0.12627519525888425,1.3706043,
1861,-0.12244484305926286,1.3722143,
1866,-0.12345694869265451,1.3760021,
1871,-0.12982788384564223,1.380865,
1876,-0.1211914407547665,1.386935,
1881,-0.11246146291986682,1.3901843,
1886,-0.10890933872625104,1.3875984,
1891,-0.12428176469000701,1.3876123,
1896,-0.13158846198801866,1.3900377,
1901,-0.12916023862302062,1.390411,
1906,-0.11641581476908631,1.3913221,
1911,-0.11528504092375617,1.3893688,
1916,-0.12132417592703326,1.3918761,
1921,-0.12443285713010266,1.3955332,
1926,-0.10890330136219552,1.3994786,
1931,-0.11282062635718648,1.396472,
1936,-0.11385094664269312,1.399461,
1941,-0.12199838544601048,1.4009048,
1946,-0.12287772740691907,1.3916487,
1951,-0.12853426451974545,1.3912711,
1956,-0.12078508570729858,1.3924323,
1961,-0.12239872346614607,1.3944426,
1966,-0.1198133228989084,1.3946229,
1971,-0.12054080930157446,1.3901322,
1976,-0.11485670442712945,1.3890759,
1981,-0.13238585064354283,1.3902209,
1986,-0.12212694383940056,1.3944818,
1991,-0.12578591272536654,1.3995305,
1996,-0.12679972576381063,1.4043148,
2000,-0.12616193011739946,1.4036573,
